global_round,round,loss,train_total_loss,mean_loss,classification_loss,train_classification_loss,contrastive_loss,train_contrastive_loss,heterogeneous_loss,train_heterogeneous_loss,weighted_classification_loss,weighted_contrastive_loss,weighted_heterogeneous_loss,accuracy,train_accuracy,macro_f1,train_macro_f1,weighted_f1,K_t,pseudo_batch_size,pseudo_yield,total_pseudo_samples,mean_pseudo_batch_size,common_labels_json,local_step_common_labels_json,binding_success,empty_binding_round,empty_binding,empty_binding_rounds,binding_success_rate,configured_local_steps,attempted_local_steps,effective_local_steps,empty_binding_local_steps,round_binding_success_rate,coverage,cluster_slot_coverage,participation_fairness,latency,server_update_l1,client_update_l1,fusion_training_objective,binding_confidence_mean,selected_client_ids,selected_cluster_ids,expected_cluster_ids,clients_per_cluster_per_round,per_cluster_selected_json,round_status
58,58,3.3326377868652344,3.3326377868652344,3.3326377868652344,1.769460916519165,1.769460916519165,4.081297874450684,4.081297874450684,2.3100943565368652,2.3100943565368652,1.769460916519165,0.4081297814846039,1.1550471782684326,0.546875,0.546875,0.46695278352887043,0.46695278352887043,0.5038396631297447,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9982195845697329,0.6417340161278844,4.601451128721237,330.96573601762066,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_017"", ""client_014"", ""client_027"", ""client_033"", ""client_032"", ""client_024"", ""client_003""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
59,59,3.349943161010742,3.349943161010742,3.349943161010742,1.7966464757919312,1.7966464757919312,4.057094097137451,4.057094097137451,2.2951748371124268,2.2951748371124268,1.7966464757919312,0.4057094156742096,1.1475874185562134,0.484375,0.484375,0.3663461538461538,0.3663461538461538,0.42550080128205126,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9988522238163559,0.6351363100111485,4.779802620410919,324.4838414314145,mmbind_weighted_contrastive,1.0,"[""client_023"", ""client_028"", ""client_001"", ""client_015"", ""client_038"", ""client_036"", ""client_007"", ""client_011""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
60,60,3.131674289703369,3.131674289703369,3.131674289703369,1.606940507888794,1.606940507888794,3.915792226791382,3.915792226791382,2.2663092613220215,2.2663092613220215,1.606940507888794,0.3915792405605316,1.1331546306610107,0.53125,0.53125,0.4660633109268066,0.4660633109268066,0.477314861351239,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6338409353047609,5.037960559129715,318.361423060589,mmbind_weighted_contrastive,1.0,"[""client_025"", ""client_012"", ""client_005"", ""client_009"", ""client_039"", ""client_026"", ""client_035"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
61,61,3.3156726360321045,3.3156726360321045,3.3156726360321045,1.7581144571304321,1.7581144571304321,4.075953006744385,4.075953006744385,2.2999258041381836,2.2999258041381836,1.7581144571304321,0.40759530663490295,1.1499629020690918,0.46875,0.46875,0.44649138393677607,0.44649138393677607,0.4521875697719519,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9989261744966443,0.6514675091020763,5.060453921556473,302.97339647545596,mmbind_weighted_contrastive,1.0,"[""client_002"", ""client_014"", ""client_028"", ""client_024"", ""client_004"", ""client_031"", ""client_019"", ""client_036""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
62,62,3.195425271987915,3.195425271987915,3.195425271987915,1.6798804998397827,1.6798804998397827,3.9034862518310547,3.9034862518310547,2.250392436981201,2.250392436981201,1.6798804998397827,0.3903486430644989,1.1251962184906006,0.421875,0.421875,0.3831529581529581,0.3831529581529581,0.3812702922077922,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9984415584415585,0.655323940794915,5.1122700572013855,318.079450129444,mmbind_weighted_contrastive,1.0,"[""client_027"", ""client_008"", ""client_035"", ""client_017"", ""client_033"", ""client_003"", ""client_023"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
63,63,3.0176663398742676,3.0176663398742676,3.0176663398742676,1.5046182870864868,1.5046182870864868,3.9926679134368896,3.9926679134368896,2.227562427520752,2.227562427520752,1.5046182870864868,0.3992668092250824,1.113781213760376,0.6875,0.6875,0.5538712921065864,0.5538712921065864,0.6641826923076923,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9984905660377359,0.6485813059844077,5.354141980409622,312.4925584530283,mmbind_weighted_contrastive,1.0,"[""client_020"", ""client_011"", ""client_006"", ""client_032"", ""client_038"", ""client_018"", ""client_000"", ""client_029""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
64,64,3.220695734024048,3.220695734024048,3.220695734024048,1.6939464807510376,1.6939464807510376,3.957031488418579,3.957031488418579,2.262092113494873,2.262092113494873,1.6939464807510376,0.39570316672325134,1.1310460567474365,0.59375,0.59375,0.5490100585688821,0.5490100585688821,0.571281353450471,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9990243902439024,0.6403773380443454,5.321706056594849,313.9212478902191,mmbind_weighted_contrastive,1.0,"[""client_016"", ""client_025"", ""client_030"", ""client_039"", ""client_007"", ""client_021"", ""client_009"", ""client_012""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
65,65,2.9817960262298584,2.9817960262298584,2.9817960262298584,1.4779270887374878,1.4779270887374878,3.9993817806243896,3.9993817806243896,2.2078614234924316,2.2078614234924316,1.4779270887374878,0.3999381959438324,1.1039307117462158,0.71875,0.71875,0.6420557111733581,0.6420557111733581,0.6841153127917834,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6585373701527715,5.5369415283203125,306.2112507833226,mmbind_weighted_contrastive,1.0,"[""client_037"", ""client_022"", ""client_013"", ""client_005"", ""client_034"", ""client_015"", ""client_001"", ""client_026""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
66,66,3.1074585914611816,3.1074585914611816,3.1074585914611816,1.580751657485962,1.580751657485962,4.086952209472656,4.086952209472656,2.2360236644744873,2.2360236644744873,1.580751657485962,0.4086952209472656,1.1180118322372437,0.703125,0.703125,0.5984219484219484,0.5984219484219484,0.700893204018204,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9990825688073395,0.6421503727324307,5.651965528726578,299.9764489196532,mmbind_weighted_contrastive,1.0,"[""client_007"", ""client_038"", ""client_013"", ""client_037"", ""client_020"", ""client_011"", ""client_000"", ""client_021""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
67,67,2.99879789352417,2.99879789352417,2.99879789352417,1.5090396404266357,1.5090396404266357,3.9691593647003174,3.9691593647003174,2.1856844425201416,2.1856844425201416,1.5090396404266357,0.3969159424304962,1.0928422212600708,0.515625,0.515625,0.4594858844858845,0.4594858844858845,0.4913255147630147,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9986651835372636,0.6428541638888419,5.719957023859024,300.5031102974317,mmbind_weighted_contrastive,1.0,"[""client_003"", ""client_002"", ""client_036"", ""client_018"", ""client_025"", ""client_023"", ""client_030"", ""client_019""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
68,68,2.823552370071411,2.823552370071411,2.823552370071411,1.3562403917312622,1.3562403917312622,3.9158122539520264,3.9158122539520264,2.151461601257324,2.151461601257324,1.3562403917312622,0.3915812373161316,1.075730800628662,0.640625,0.640625,0.5906857533018525,0.5906857533018525,0.6192169371735935,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9987041036717063,0.6529028648510575,5.857055902481079,296.72842306192615,mmbind_weighted_contrastive,1.0,"[""client_001"", ""client_022"", ""client_034"", ""client_031"", ""client_017"", ""client_029"", ""client_004"", ""client_010""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
69,69,3.0257763862609863,3.0257763862609863,3.0257763862609863,1.5258623361587524,1.5258623361587524,3.950819253921509,3.950819253921509,2.2096643447875977,2.2096643447875977,1.5258623361587524,0.39508193731307983,1.1048321723937988,0.65625,0.65625,0.5947150072150073,0.5947150072150073,0.617184117965368,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9991605456453305,0.6518591260537505,5.816485226154327,294.5306236592296,mmbind_weighted_contrastive,1.0,"[""client_032"", ""client_006"", ""client_024"", ""client_028"", ""client_005"", ""client_033"", ""client_016"", ""client_012""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
70,70,2.814929962158203,2.814929962158203,2.814929962158203,1.3385131359100342,1.3385131359100342,4.033208847045898,4.033208847045898,2.1461920738220215,2.1461920738220215,1.3385131359100342,0.40332087874412537,1.0730960369110107,0.625,0.625,0.534824849480022,0.534824849480022,0.6003630439244664,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6672550179064274,5.80067503452301,298.0158324733493,mmbind_weighted_contrastive,1.0,"[""client_035"", ""client_015"", ""client_027"", ""client_026"", ""client_039"", ""client_009"", ""client_008"", ""client_014""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
71,71,2.7686190605163574,2.7686190605163574,2.7686190605163574,1.3060269355773926,1.3060269355773926,4.028477191925049,4.028477191925049,2.119488477706909,2.119488477706909,1.3060269355773926,0.4028477370738983,1.0597442388534546,0.71875,0.71875,0.6661421911421911,0.6661421911421911,0.7070975899100899,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.999207135777998,0.6441003642976284,5.82231017947197,287.3109431210032,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_000"", ""client_027"", ""client_007"", ""client_036"", ""client_015"", ""client_028"", ""client_033""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
72,72,2.8077611923217773,2.8077611923217773,2.8077611923217773,1.3298208713531494,1.3298208713531494,4.05503511428833,4.05503511428833,2.1448733806610107,2.1448733806610107,1.3298208713531494,0.405503511428833,1.0724366903305054,0.71875,0.71875,0.6683388506917919,0.6683388506917919,0.7084310807656395,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9988439306358381,0.6546034147031605,5.911654740571976,289.9731642093975,mmbind_weighted_contrastive,1.0,"[""client_002"", ""client_032"", ""client_020"", ""client_004"", ""client_018"", ""client_025"", ""client_030"", ""client_016""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
73,73,2.6811609268188477,2.6811609268188477,2.6811609268188477,1.2533893585205078,1.2533893585205078,3.889561414718628,3.889561414718628,2.0776307582855225,2.0776307582855225,1.2533893585205078,0.3889561593532562,1.0388153791427612,0.65625,0.65625,0.6237433862433862,0.6237433862433862,0.641654265873016,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.998875351452671,0.6579778166487813,5.91254660487175,288.7556339992152,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_009"", ""client_039"", ""client_023"", ""client_010"", ""client_006"", ""client_012"", ""client_035""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
74,74,2.5292844772338867,2.5292844772338867,2.5292844772338867,1.0992070436477661,1.0992070436477661,3.976649284362793,3.976649284362793,2.0648252964019775,2.0648252964019775,1.0992070436477661,0.3976649343967438,1.0324126482009888,0.8125,0.8125,0.7721778221778223,0.7721778221778223,0.795189445970696,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9992700729927008,0.6579793491400778,6.079292804002762,282.73837563040433,mmbind_weighted_contrastive,1.0,"[""client_029"", ""client_034"", ""client_008"", ""client_001"", ""client_026"", ""client_011"", ""client_031"", ""client_013""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
75,75,2.5965023040771484,2.5965023040771484,2.5965023040771484,1.151422381401062,1.151422381401062,4.002604007720947,4.002604007720947,2.0896387100219727,2.0896387100219727,1.151422381401062,0.40026041865348816,1.0448193550109863,0.78125,0.78125,0.6570876019405432,0.6570876019405432,0.7510677894409511,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6461872649379075,6.109427809715271,284.9613593725371,mmbind_weighted_contrastive,1.0,"[""client_019"", ""client_022"", ""client_017"", ""client_005"", ""client_024"", ""client_037"", ""client_038"", ""client_003""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
76,76,2.433887481689453,2.433887481689453,2.433887481689453,1.0274927616119385,1.0274927616119385,3.911466360092163,3.911466360092163,2.030496120452881,2.030496120452881,1.0274927616119385,0.39114663004875183,1.0152480602264404,0.75,0.75,0.6984607984607983,0.6984607984607983,0.7312319624819625,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9993079584775086,0.6496824081987143,6.177458614110947,279.9214182989381,mmbind_weighted_contrastive,1.0,"[""client_019"", ""client_032"", ""client_015"", ""client_007"", ""client_004"", ""client_027"", ""client_024"", ""client_037""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
77,77,2.523772716522217,2.523772716522217,2.523772716522217,1.0952918529510498,1.0952918529510498,4.054718017578125,4.054718017578125,2.046018123626709,2.046018123626709,1.0952918529510498,0.4054718017578125,1.0230090618133545,0.71875,0.71875,0.6190536437246964,0.6190536437246964,0.6971138031376517,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.998989048020219,0.6482682656496763,6.047504216432571,279.1836823512567,mmbind_weighted_contrastive,1.0,"[""client_014"", ""client_033"", ""client_018"", ""client_002"", ""client_029"", ""client_039"", ""client_021"", ""client_000""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
78,78,2.383358955383301,2.383358955383301,2.383358955383301,0.9762027859687805,0.9762027859687805,3.956631898880005,3.956631898880005,2.0229861736297607,2.0229861736297607,0.9762027859687805,0.39566320180892944,1.0114930868148804,0.765625,0.765625,0.6886097820308347,0.6886097820308347,0.7617399322169057,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9990147783251232,0.6638480983674526,6.121527135372162,276.16557865578216,mmbind_weighted_contrastive,1.0,"[""client_009"", ""client_023"", ""client_010"", ""client_003"", ""client_035"", ""client_012"", ""client_025"", ""client_038""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
79,79,2.5380325317382812,2.5380325317382812,2.5380325317382812,1.1024911403656006,1.1024911403656006,3.9801852703094482,3.9801852703094482,2.075045347213745,2.075045347213745,1.1024911403656006,0.3980185389518738,1.0375226736068726,0.796875,0.796875,0.7134919296103508,0.7134919296103508,0.7862082088233404,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9993594875900721,0.6356224678456783,6.101253151893616,263.77152424893575,mmbind_weighted_contrastive,1.0,"[""client_020"", ""client_005"", ""client_013"", ""client_008"", ""client_036"", ""client_031"", ""client_011"", ""client_028""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
80,80,2.4584412574768066,2.4584412574768066,2.4584412574768066,1.059500813484192,1.059500813484192,3.903637170791626,3.903637170791626,2.017153739929199,2.017153739929199,1.059500813484192,0.3903637230396271,1.0085768699645996,0.75,0.75,0.6798685476317056,0.6798685476317056,0.7250418897622845,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6762287798337638,5.999126702547073,277.2688973082113,mmbind_weighted_contrastive,1.0,"[""client_030"", ""client_022"", ""client_006"", ""client_016"", ""client_026"", ""client_017"", ""client_034"", ""client_001""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
81,81,2.4405899047851562,2.4405899047851562,2.4405899047851562,1.0335830450057983,1.0335830450057983,4.015627384185791,4.015627384185791,2.01088809967041,2.01088809967041,1.0335830450057983,0.40156275033950806,1.005444049835205,0.703125,0.703125,0.6876086331968686,0.6876086331968686,0.7176086780866192,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9993907083015994,0.6450897268950939,5.955216020345688,263.4113967400626,mmbind_weighted_contrastive,1.0,"[""client_013"", ""client_024"", ""client_032"", ""client_011"", ""client_002"", ""client_003"", ""client_028"", ""client_034""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
82,82,2.23332142829895,2.23332142829895,2.23332142829895,0.871554970741272,0.871554970741272,3.981562376022339,3.981562376022339,1.927220344543457,1.927220344543457,0.871554970741272,0.3981562554836273,0.9636101722717285,0.78125,0.78125,0.6937759952465834,0.6937759952465834,0.7716772504456327,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9991084695393759,0.6860825209878385,5.96489879488945,270.1946589604486,mmbind_weighted_contrastive,1.0,"[""client_036"", ""client_023"", ""client_021"", ""client_017"", ""client_007"", ""client_006"", ""client_010"", ""client_037""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
83,83,2.1163370609283447,2.1163370609283447,2.1163370609283447,0.7498157620429993,0.7498157620429993,3.98300838470459,3.98300838470459,1.9364409446716309,1.9364409446716309,0.7498157620429993,0.3983008563518524,0.9682204723358154,0.84375,0.84375,0.6742690582364496,0.6742690582364496,0.8347221392737697,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9991298042059463,0.6648360453546047,6.0195614993572235,266.6545799160667,mmbind_weighted_contrastive,1.0,"[""client_035"", ""client_039"", ""client_022"", ""client_025"", ""client_015"", ""client_014"", ""client_009"", ""client_004""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
84,84,2.2045392990112305,2.2045392990112305,2.2045392990112305,0.861890435218811,0.861890435218811,3.8366925716400146,3.8366925716400146,1.9179590940475464,1.9179590940475464,0.861890435218811,0.38366925716400146,0.9589795470237732,0.6875,0.6875,0.6013446412473872,0.6013446412473872,0.6347102703027332,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9994334277620397,0.6589674861170352,6.050430208444595,264.5339057224919,mmbind_weighted_contrastive,1.0,"[""client_000"", ""client_018"", ""client_031"", ""client_026"", ""client_001"", ""client_030"", ""client_029"", ""client_012""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
85,85,2.13873291015625,2.13873291015625,2.13873291015625,0.7845540046691895,0.7845540046691895,3.9176642894744873,3.9176642894744873,1.9248251914978027,1.9248251914978027,0.7845540046691895,0.39176642894744873,0.9624125957489014,0.828125,0.828125,0.7787799056820796,0.7787799056820796,0.8168281465665977,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,1.0,0.6880272729322314,6.079441159963608,263.81167403646396,mmbind_weighted_contrastive,1.0,"[""client_008"", ""client_033"", ""client_027"", ""client_016"", ""client_019"", ""client_005"", ""client_038"", ""client_020""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
86,86,2.08461856842041,2.08461856842041,2.08461856842041,0.7601674795150757,0.7601674795150757,3.8881871700286865,3.8881871700286865,1.8712648153305054,1.8712648153305054,0.7601674795150757,0.3888187110424042,0.9356324076652527,0.734375,0.734375,0.6982711732711732,0.6982711732711732,0.7060871420246421,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9994594594594595,0.6550541259348392,6.015735298395157,259.453404956148,mmbind_weighted_contrastive,1.0,"[""client_021"", ""client_003"", ""client_014"", ""client_028"", ""client_038"", ""client_012"", ""client_035"", ""client_001""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
87,87,2.0038745403289795,2.0038745403289795,2.0038745403289795,0.6772101521492004,0.6772101521492004,3.907716989517212,3.907716989517212,1.8717855215072632,1.8717855215072632,0.6772101521492004,0.3907717168331146,0.9358927607536316,0.8125,0.8125,0.8247889365536426,0.8247889365536426,0.8057537438052145,8,64,1.0,64,64.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]","[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1.0,0,0,0,1.0,1,1,1,0,1.0,1.0,1.0,0.9992079207920792,0.6948797856457531,6.04236575961113,263.2633684540051,mmbind_weighted_contrastive,1.0,"[""client_024"", ""client_019"", ""client_000"", ""client_018"", ""client_007"", ""client_030"", ""client_039"", ""client_023""]","[0, 1, 2, 3]","[0, 1, 2, 3]",2,"{""0"": 2, ""1"": 2, ""2"": 2, ""3"": 2}",effective
