round,loss,loss_cls,loss_align,lambda_align,accuracy,Q_star,r,K_t,grad_return_count,feature_map_json
29,0.9700702428817749,0.9499387145042419,0.4026302397251129,0.05,0.486328125,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_002"", ""0:2"": ""client_009"", ""0:3"": ""client_001"", ""1:0"": ""client_019"", ""1:1"": ""client_016"", ""1:2"": ""client_014"", ""1:3"": ""client_012""}"
30,0.9814136028289795,0.9573737978935242,0.48079589009284973,0.05,0.447265625,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_000"", ""0:2"": ""client_004"", ""0:3"": ""client_006"", ""1:0"": ""client_018"", ""1:1"": ""client_013"", ""1:2"": ""client_011"", ""1:3"": ""client_015""}"
31,0.9678261876106262,0.9456118941307068,0.44428589940071106,0.05,0.47265625,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_004"", ""0:2"": ""client_007"", ""0:3"": ""client_002"", ""1:0"": ""client_019"", ""1:1"": ""client_014"", ""1:2"": ""client_015"", ""1:3"": ""client_016""}"
32,0.9834662675857544,0.9635592103004456,0.3981410562992096,0.05,0.486328125,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_005"", ""0:2"": ""client_000"", ""0:3"": ""client_001"", ""1:0"": ""client_012"", ""1:1"": ""client_013"", ""1:2"": ""client_018"", ""1:3"": ""client_011""}"
33,0.9585521817207336,0.9358497858047485,0.4540480077266693,0.05,0.474609375,2,4,8,8,"{""0:0"": ""client_003"", ""0:1"": ""client_006"", ""0:2"": ""client_005"", ""0:3"": ""client_000"", ""1:0"": ""client_010"", ""1:1"": ""client_017"", ""1:2"": ""client_018"", ""1:3"": ""client_012""}"
34,0.9786288142204285,0.9570491313934326,0.4315931797027588,0.05,0.5078125,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_002"", ""0:2"": ""client_009"", ""0:3"": ""client_001"", ""1:0"": ""client_013"", ""1:1"": ""client_016"", ""1:2"": ""client_014"", ""1:3"": ""client_015""}"
35,0.9654325246810913,0.949700117111206,0.3146480619907379,0.05,0.486328125,2,4,8,8,"{""0:0"": ""client_007"", ""0:1"": ""client_008"", ""0:2"": ""client_006"", ""0:3"": ""client_003"", ""1:0"": ""client_019"", ""1:1"": ""client_011"", ""1:2"": ""client_010"", ""1:3"": ""client_017""}"
36,0.9407733082771301,0.9166987538337708,0.48149123787879944,0.05,0.46484375,2,4,8,8,"{""0:0"": ""client_009"", ""0:1"": ""client_005"", ""0:2"": ""client_004"", ""0:3"": ""client_000"", ""1:0"": ""client_019"", ""1:1"": ""client_011"", ""1:2"": ""client_017"", ""1:3"": ""client_015""}"
37,0.9194015860557556,0.897832453250885,0.4313831031322479,0.05,0.50390625,2,4,8,8,"{""0:0"": ""client_008"", ""0:1"": ""client_001"", ""0:2"": ""client_003"", ""0:3"": ""client_007"", ""1:0"": ""client_012"", ""1:1"": ""client_013"", ""1:2"": ""client_018"", ""1:3"": ""client_014""}"
38,0.9095817804336548,0.8879184722900391,0.43326619267463684,0.05,0.537109375,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_002"", ""0:2"": ""client_008"", ""0:3"": ""client_009"", ""1:0"": ""client_016"", ""1:1"": ""client_010"", ""1:2"": ""client_015"", ""1:3"": ""client_013""}"
39,0.9351036548614502,0.9125635623931885,0.45080244541168213,0.05,0.51953125,2,4,8,8,"{""0:0"": ""client_005"", ""0:1"": ""client_007"", ""0:2"": ""client_000"", ""0:3"": ""client_001"", ""1:0"": ""client_012"", ""1:1"": ""client_018"", ""1:2"": ""client_011"", ""1:3"": ""client_014""}"
40,0.9231230020523071,0.9088619351387024,0.2852211892604828,0.05,0.482421875,2,4,8,8,"{""0:0"": ""client_004"", ""0:1"": ""client_003"", ""0:2"": ""client_006"", ""0:3"": ""client_002"", ""1:0"": ""client_017"", ""1:1"": ""client_019"", ""1:2"": ""client_016"", ""1:3"": ""client_010""}"
41,0.9613898992538452,0.9461982846260071,0.3038317859172821,0.05,0.484375,2,4,8,8,"{""0:0"": ""client_006"", ""0:1"": ""client_004"", ""0:2"": ""client_009"", ""0:3"": ""client_000"", ""1:0"": ""client_016"", ""1:1"": ""client_018"", ""1:2"": ""client_017"", ""1:3"": ""client_012""}"
